id,from_id,date,text,post_id,owner_id,parents_stack,thread.count,thread.items,thread.can_post,thread.show_reply_button,thread.groups_can_post,thread.next_from,attachments,attachments_meta.primary_mode,deleted,is_from_post_author,is_negative,bdate,sex,topic,tone,group_id
326476,126594348,1704697202,"Не понимаю, почему Пикассо ""гений""😬",326462.0,-25813425.0,[],0,[],True,True,,,,,,,,26.1.1995,1,art,positive,25813425
326451,459191277,1704665135,,326449.0,-25813425.0,[],0,[],True,True,,,"[{'type': 'audio', 'audio': {'artist': 'Потомучто', 'id': 456245809, 'owner_id': 2000151328, 'title': 'Жизнь и Смерть', 'duration': 251, 'access_key': '7ce61c7aba7478324f', 'ads': {'content_id': '2000151328_456245809', 'duration': '251', 'account_age_type': '3', 'puid22': '4'}, 'is_explicit': False, 'is_licensed': True, 'url': 'https://cs9-15v4.vkuseraudio.net/s/v1/ac/OhCdlHv9D9M9_WLmgdzyylpIkeF-9vlZ3uDL3lKUeXtZeFJ241z3_1d0u5hydjwCaXBYJ94s7JnylVkUU5GtQN6ixvTE4mE1-ba3AuK05wV3QUDpidh7oLWb5lMl2T39OaK-VKCsaISLO1FuWf_SMRRdS7XNNsK4Sw_4kIZBoj89Byc/index.m3u8', 'date': 1704665135, 'album_id': 3, 'album': {'id': 13267435, 'title': 'Жизнь и смерть', 'owner_id': -2000267435, 'access_key': 'e9c1c2e93273a5d054', 'thumb': {'width': 300, 'height': 300, 'photo_34': 'https://sun55-2.userapi.com/impf/Zo_sK0YYT9yAcD5o_uj003VyfGrs7d6exlj2XQ/cNt5366abSo.jpg?size=34x34&quality=96&sign=d8ab60ced32584d631ff0b50bbcbd6fb&c_uniq_tag=qhuRU2EeeLkK1BqYLwegXxpRcAGIeYPUolKl7H_svEc&type=audio', 'photo_68': 'https://sun55-2.userapi.com/impf/Zo_sK0YYT9yAcD5o_uj003VyfGrs7d6exlj2XQ/cNt5366abSo.jpg?size=68x68&quality=96&sign=6a3ade7ffff94de1d992b955e82816e0&c_uniq_tag=3_liFhRLZy37ksSjeqMbyxxI30SAhjQzE6swkz_nRiQ&type=audio', 'photo_135': 'https://sun55-2.userapi.com/impf/Zo_sK0YYT9yAcD5o_uj003VyfGrs7d6exlj2XQ/cNt5366abSo.jpg?size=135x135&quality=96&sign=07d66c40eb3ea4c012e793f48a026d16&c_uniq_tag=pXaX2s20P95VJjiu6hxL87-LI3nKFryWam4Bm8IcZsI&type=audio', 'photo_270': 'https://sun55-2.userapi.com/impf/Zo_sK0YYT9yAcD5o_uj003VyfGrs7d6exlj2XQ/cNt5366abSo.jpg?size=270x270&quality=96&sign=2e6d7cfb4825a10804d23afd6852c85b&c_uniq_tag=12tdH52RyAW_h5ir8BWumRWEVX4LU7K9Z72FHD0bbmc&type=audio', 'photo_300': 'https://sun55-2.userapi.com/impf/Zo_sK0YYT9yAcD5o_uj003VyfGrs7d6exlj2XQ/cNt5366abSo.jpg?size=300x300&quality=96&sign=e6a2226e97e9521360d212653669ee09&c_uniq_tag=pOQjJpFFLTN-VLv7xSts5vE_LZOz2tsztimYGsbHUxY&type=audio', 'photo_600': 'https://sun55-2.userapi.com/impf/Zo_sK0YYT9yAcD5o_uj003VyfGrs7d6exlj2XQ/cNt5366abSo.jpg?size=600x600&quality=96&sign=eecf232f56510d0b6d45adb58f1085d7&c_uniq_tag=R-1PvHsVmVKTW36cLZmQbYej-eXuvDNa48n4_R-Bk5g&type=audio', 'photo_1200': 'https://sun55-2.userapi.com/impf/Zo_sK0YYT9yAcD5o_uj003VyfGrs7d6exlj2XQ/cNt5366abSo.jpg?size=1184x1184&quality=96&sign=b733c9c2f96521afe33804a49a8da119&c_uniq_tag=ci_33JlZChmtZfb5ARSNpk1HBfvEhgyfqMoEGHpSp7M&type=audio'}}, 'main_artists': [{'name': 'Потомучто', 'domain': '7302296064095010100', 'id': '7302296064095010100', 'is_followed': False, 'can_follow': False}], 'short_videos_allowed': True, 'stories_allowed': True, 'stories_cover_allowed': True}, 'style': 'full'}]",single,,,,18.11.1990,2,art,positive,25813425
326452,139702528,1704666081,"Когда купидон осознал что всё это время стрелял с обычного обреза, а не объединял сердца.

Одно радует, он и правда стрелял метко 😈",326449.0,-25813425.0,[],0,[],True,True,,,,,,,,22.6.1997,2,art,positive,25813425
326437,27369785,1704660185,Круто. Переосмысление страха. Меняем местами. Человек бабайка) 👍,326420.0,-25813425.0,[],0,[],True,True,,,,,,,,6.1.1989,2,art,positive,25813425
327003,112605165,1705172457,🔥👍,326420.0,-25813425.0,[],0,[],True,True,,,,,,,,2.1.1991,1,art,positive,25813425
326154,197266404,1704427695,Зачем так грустно 😞,326153.0,-25813425.0,[],0,[],True,True,,,,,,,,1.7.1999,1,art,positive,25813425
324787,25417646,1703214974,и че и че ??😘😏🤙,324786.0,-25813425.0,[],0,[],True,True,,,,,,,,21.7.1990,2,art,positive,25813425
324788,27607337,1703215703,,324786.0,-25813425.0,[],0,[],True,True,,,"[{'type': 'sticker', 'sticker': {'inner_type': 'base_sticker_new', 'sticker_id': 7337, 'product_id': 224, 'images': [{'url': 'https://vk.com/sticker/1-7337-64', 'width': 64, 'height': 64}, {'url': 'https://vk.com/sticker/1-7337-128', 'width': 128, 'height': 128}, {'url': 'https://vk.com/sticker/1-7337-256', 'width': 256, 'height': 256}, {'url': 'https://vk.com/sticker/1-7337-352', 'width': 352, 'height': 352}, {'url': 'https://vk.com/sticker/1-7337-512', 'width': 512, 'height': 512}], 'images_with_background': [{'url': 'https://vk.com/sticker/1-7337-64b', 'width': 64, 'height': 64}, {'url': 'https://vk.com/sticker/1-7337-128b', 'width': 128, 'height': 128}, {'url': 'https://vk.com/sticker/1-7337-256b', 'width': 256, 'height': 256}, {'url': 'https://vk.com/sticker/1-7337-352b', 'width': 352, 'height': 352}, {'url': 'https://vk.com/sticker/1-7337-512b', 'width': 512, 'height': 512}], 'is_allowed': True}, 'style': 'full'}]",,,,,12.8.1993,2,art,positive,25813425
324790,20695767,1703216424,Да пошли выыыыыыы,324786.0,-25813425.0,[],0,[],True,True,,,,,,,,11.8.1991,2,art,positive,25813425
324854,141867273,1703261417,А запятая зачем? 😒,324786.0,-25813425.0,[],0,[],True,True,,,,,,,,21.1.1989,1,art,positive,25813425
323629,25417646,1702196855,у слабеньких особей да,323458.0,-25813425.0,[],0,[],True,True,,,,,,,,21.7.1990,2,art,positive,25813425
323883,178980713,1702441456,"Зато чья-то мечта к чему, что пьяная сука выздоровленю умеет сама, и рисовать сисками не в одиночестве. Кто против, тот не поймёт",323458.0,-25813425.0,[],0,[],True,True,,,,,,,,20.3.1991,2,art,positive,25813425
323481,53487853,1702112154,"Хотела стать наркоманкой, а стала врачом. Блин.",323458.0,-25813425.0,[],1,[],True,True,,next/0//0,,,,,,17.6.1991,1,art,positive,25813425
323461,24681145,1702102291,Вы сами то стали теми кем хотели?,323458.0,-25813425.0,[],4,[],True,True,,next/0//0,,,,,,29.9.1991,2,art,positive,25813425
323594,150909242,1702154583,😏,323458.0,-25813425.0,[],0,[],True,True,,,"[{'type': 'photo', 'photo': {'album_id': -8, 'date': 1702154583, 'id': 457348748, 'owner_id': -25813425, 'access_key': '25fc97994f75ee9939', 'sizes': [{'height': 129, 'type': 'm', 'width': 130, 'url': 'https://sun9-61.userapi.com/impg/OLMFueAo6h1ZiZDZUXKYLdoObffLD7WGDAyvYg/HB7JVYqkI5o.jpg?size=130x129&quality=96&sign=05fa2fb49d2f17b2d7a63ba97d0e2e04&c_uniq_tag=au8LGOrkrmL42xz89nT_XHDDTToQXjubOEPce87WfT4&type=album'}, {'height': 129, 'type': 'o', 'width': 130, 'url': 'https://sun9-61.userapi.com/impg/OLMFueAo6h1ZiZDZUXKYLdoObffLD7WGDAyvYg/HB7JVYqkI5o.jpg?size=130x129&quality=96&sign=05fa2fb49d2f17b2d7a63ba97d0e2e04&c_uniq_tag=au8LGOrkrmL42xz89nT_XHDDTToQXjubOEPce87WfT4&type=album'}, {'height': 199, 'type': 'p', 'width': 200, 'url': 'https://sun9-61.userapi.com/impg/OLMFueAo6h1ZiZDZUXKYLdoObffLD7WGDAyvYg/HB7JVYqkI5o.jpg?size=200x199&quality=96&sign=6ab5432b5021c23cd2eebebad7ba0130&c_uniq_tag=c_SDEI9_exkxBdG01vdje5VHUEbO7dHE8_TFgk0E4KY&type=album'}, {'height': 318, 'type': 'q', 'width': 320, 'url': 'https://sun9-61.userapi.com/impg/OLMFueAo6h1ZiZDZUXKYLdoObffLD7WGDAyvYg/HB7JVYqkI5o.jpg?size=320x318&quality=96&sign=e7408cd343a40caf581ee92c9f757995&c_uniq_tag=KghP_AawOkxBK-h0Zp_kcOjD3ngWVAuzUroSv6HPJ5I&type=album'}, {'height': 506, 'type': 'r', 'width': 510, 'url': 'https://sun9-61.userapi.com/impg/OLMFueAo6h1ZiZDZUXKYLdoObffLD7WGDAyvYg/HB7JVYqkI5o.jpg?size=510x506&quality=96&sign=64b7a21ed17721fd2a0431fea1ecb99c&c_uniq_tag=yrClCjn4zEAXxLmkbpMta3xY9628kunxg97O7oWBsVg&type=album'}, {'height': 74, 'type': 's', 'width': 75, 'url': 'https://sun9-61.userapi.com/impg/OLMFueAo6h1ZiZDZUXKYLdoObffLD7WGDAyvYg/HB7JVYqkI5o.jpg?size=75x74&quality=96&sign=8124615116d4e5d108754f9159f7d4b5&c_uniq_tag=gh_W1UpRdnEXbfQIo2HiqOWAfZBdNxRlakY41TGabw0&type=album'}, {'height': 600, 'type': 'x', 'width': 604, 'url': 'https://sun9-61.userapi.com/impg/OLMFueAo6h1ZiZDZUXKYLdoObffLD7WGDAyvYg/HB7JVYqkI5o.jpg?size=604x600&quality=96&sign=31b21e019710be2b89d64a31e465de92&c_uniq_tag=n_fMaAmAc07SBONz7KZvCbGvWwxiUoXu3el7M04r8GM&type=album'}, {'height': 715, 'type': 'y', 'width': 720, 'url': 'https://sun9-61.userapi.com/impg/OLMFueAo6h1ZiZDZUXKYLdoObffLD7WGDAyvYg/HB7JVYqkI5o.jpg?size=720x715&quality=96&sign=7c3e8fb5f330a8b5b2e715f16a2aef7b&c_uniq_tag=THdxFSgVRCDsFSxZLq4lFlWtwkyoM5IlChCdnSo5eRk&type=album'}], 'text': '', 'user_id': 150909242, 'web_view_token': '091d57a35b1c5d42fd'}, 'style': 'full'}]",single,,,,16.2.1995,1,art,positive,25813425
324343,467934167,1702786693,"Мне кажется, это вырвано из контекста и нужно просто поставить по запятой, после фразы каждой. ☺️",323458.0,-25813425.0,[],0,[],True,True,,,,,,,,1.7.1994,1,art,positive,25813425
326051,256439554,1704366618,На первый взгляд ну оочень большой супермаркет,325897.0,-25813425.0,[],0,[],True,True,,,,,,,,24.10.1992,2,art,positive,25813425
326358,773816026,1704586132,Красиво😍😍😍,325897.0,-25813425.0,[],0,[],True,True,,,,,,,,2.3.1998,1,art,positive,25813425
325893,70311073,1704246549,Камни можно и обойти было,325887.0,-25813425.0,[],2,[],True,True,,next/0//0,,,,,,21.12.1993,2,art,positive,25813425
324555,792073592,1702930030,Пф. Ничего сложного. В 14 поставил закорючку а в 20 нормальную подпись придумал,324544.0,-25813425.0,[],0,[],True,True,,,,,,,,1.1.1998,2,art,positive,25813425
324548,31509400,1702923461,,324544.0,-25813425.0,[],0,[],True,True,,,"[{'type': 'doc', 'doc': {'id': 671398337, 'owner_id': 31509400, 'title': 'graffiti.png', 'size': 83933, 'ext': 'png', 'date': 1702923460, 'type': 4, 'url': 'https://vk.com/doc31509400_671398337?hash=wcE8iQGqd6jp3udpU12jOMtSk8wzzuYnCLtwLEQifkD&dl=QPhIzI5qvzu9ZzS9iGlqV3mpRzXyBNteAaHVzOxQ6Iz&api=1&no_preview=1', 'preview': {'graffiti': {'src': 'https://vk.com/doc31509400_671398337?hash=wcE8iQGqd6jp3udpU12jOMtSk8wzzuYnCLtwLEQifkD&dl=GIYTCNBSGYYDKMA:1705551819:acWjTSlqBXGTDPKl9HYzWe2u24gGpNIUljLQrVYLTTz&api=1', 'width': 523, 'height': 720}, 'photo': {'sizes': [{'src': 'https://sun9-47.userapi.com/c909218/u31509400/d5/-3/m_ec32703cc9.jpg', 'width': 130, 'height': 179, 'type': 'm'}, {'src': 'https://sun9-42.userapi.com/c909218/u31509400/d5/-3/s_ec32703cc9.jpg', 'width': 100, 'height': 138, 'type': 's'}, {'src': 'https://sun9-57.userapi.com/c909218/u31509400/d5/-3/x_ec32703cc9.jpg', 'width': 438, 'height': 603, 'type': 'x'}, {'src': 'https://sun9-48.userapi.com/c909218/u31509400/d5/-3/o_ec32703cc9.jpg', 'width': 523, 'height': 720, 'type': 'o'}]}}, 'is_licensed': 0, 'is_unsafe': 0, 'access_key': '2OowNnVwFvwKxTEKlWLOCh3N4G9k522g501jgDzGqJ0'}, 'style': 'full'}]",,,,,16.5.1993,2,art,positive,25813425
324639,51165799,1703032743,Забавное совпадение в ленте,324544.0,-25813425.0,[],0,[],True,True,,,"[{'type': 'photo', 'photo': {'album_id': -8, 'date': 1703032743, 'id': 457348987, 'owner_id': -25813425, 'access_key': '986ec06ed24009ac7e', 'sizes': [{'height': 75, 'type': 's', 'width': 34, 'url': 'https://sun9-6.userapi.com/impg/OcdlrdtKje5N5p3ZG13r2CQJtKI1e6cIVmZ4FQ/dPQPNrkhUTY.jpg?size=34x75&quality=95&sign=3299970faeefe0e8b29a1b8f87c16d9b&c_uniq_tag=cgkvjrGht6QdwIbn1iqKQcXH5zi-U4z5sk1RgO8b3TY&type=album'}, {'height': 130, 'type': 'm', 'width': 58, 'url': 'https://sun9-6.userapi.com/impg/OcdlrdtKje5N5p3ZG13r2CQJtKI1e6cIVmZ4FQ/dPQPNrkhUTY.jpg?size=58x130&quality=95&sign=1da7a7cb8ff33ee865b0ece784b6b979&c_uniq_tag=dSwbYO72u7OLVU1-NxO51_mQxKsGyPcq2NcBOlUxMus&type=album'}, {'height': 604, 'type': 'x', 'width': 272, 'url': 'https://sun9-6.userapi.com/impg/OcdlrdtKje5N5p3ZG13r2CQJtKI1e6cIVmZ4FQ/dPQPNrkhUTY.jpg?size=272x604&quality=95&sign=b27bca64618635bf7364e200af5b3619&c_uniq_tag=q4kLC-6--2CcXoO-TlBaY8FZnCwvJR4Cfak81SeMiqo&type=album'}, {'height': 807, 'type': 'y', 'width': 363, 'url': 'https://sun9-6.userapi.com/impg/OcdlrdtKje5N5p3ZG13r2CQJtKI1e6cIVmZ4FQ/dPQPNrkhUTY.jpg?size=363x807&quality=95&sign=d7d9a4fb09b992d014c4a2714413573c&c_uniq_tag=-uTFgnSRhwLkDHjDMyxXuCmZnMIw05Dd5wyVn3c5tz8&type=album'}, {'height': 1080, 'type': 'z', 'width': 486, 'url': 'https://sun9-6.userapi.com/impg/OcdlrdtKje5N5p3ZG13r2CQJtKI1e6cIVmZ4FQ/dPQPNrkhUTY.jpg?size=486x1080&quality=95&sign=983535ab76d9b7217097e922969b3c12&c_uniq_tag=oxp45vQt3ER96YtzF8dUcQgnoK8ZYnC4IaZMcYEvKDk&type=album'}, {'height': 2160, 'type': 'w', 'width': 972, 'url': 'https://sun9-6.userapi.com/impg/OcdlrdtKje5N5p3ZG13r2CQJtKI1e6cIVmZ4FQ/dPQPNrkhUTY.jpg?size=972x2160&quality=95&sign=11ce8f30d2a1109cdf3c0f01a99ba661&c_uniq_tag=Pp6Xtp_qZ-SPr7kKZQt2f-r74hHMYlgq5i8gwyWMqAQ&type=album'}, {'height': 289, 'type': 'o', 'width': 130, 'url': 'https://sun9-6.userapi.com/impg/OcdlrdtKje5N5p3ZG13r2CQJtKI1e6cIVmZ4FQ/dPQPNrkhUTY.jpg?size=130x289&quality=95&sign=0c4b98da9283b30551886bf90f7c82fb&c_uniq_tag=feM_QYnXRU3R3oCINvZ5f2F_QUtMp_37cwONGs4urRM&type=album'}, {'height': 444, 'type': 'p', 'width': 200, 'url': 'https://sun9-6.userapi.com/impg/OcdlrdtKje5N5p3ZG13r2CQJtKI1e6cIVmZ4FQ/dPQPNrkhUTY.jpg?size=200x444&quality=95&sign=eaeb9c2d6d470ee0d62abdecda7e8212&c_uniq_tag=dD-ZaDd3SkZo4jcG-cjbBegkTdRyA-oIKGPMZv75oZY&type=album'}, {'height': 711, 'type': 'q', 'width': 320, 'url': 'https://sun9-6.userapi.com/impg/OcdlrdtKje5N5p3ZG13r2CQJtKI1e6cIVmZ4FQ/dPQPNrkhUTY.jpg?size=320x711&quality=95&sign=9021cc3c25a7160a972b205cecc8ee05&c_uniq_tag=iqVmLmVABKtDZ5arzx8XP_HZrNl5AhVj98ZB9--6hRQ&type=album'}, {'height': 900, 'type': 'r', 'width': 510, 'url': 'https://sun9-6.userapi.com/impg/OcdlrdtKje5N5p3ZG13r2CQJtKI1e6cIVmZ4FQ/dPQPNrkhUTY.jpg?size=510x900&quality=95&crop=0,0,1080,1906&sign=4d32b1ab4bdb7a62d768628f3430e92d&c_uniq_tag=ku5oiE2gHLfr2W6ELSu1jZ4KDIfOLZ_980gBGS2LfQ4&type=album'}], 'text': '', 'user_id': 51165799, 'web_view_token': 'e54d35ddec94492eb3'}, 'style': 'full'}]",single,,,,16.11.1992,1,art,positive,25813425
325691,41330802,1704080078,Где вы таких уборщиц то видели🤤,325627.0,-25813425.0,[],3,[],True,True,,next/0//0,,,,,,20.6.1991,2,art,positive,25813425
325621,815946003,1704004551,Какой уют от этой картины,325597.0,-25813425.0,[],0,[],True,True,,,,,,,,18.4.1993,1,art,positive,25813425
325655,17882291,1704034326,"У картины вроде название "" Счастье""",325597.0,-25813425.0,[],0,[],True,True,,,,,,,,18.10.1989,1,art,positive,25813425
325622,176927397,1704004653,Я так ездил😊,325575.0,-25813425.0,[],0,[],True,True,,,,,,,,9.7.1991,2,art,positive,25813425
325587,553042591,1703963180,Гениально!),325406.0,-25813425.0,[],0,[],True,True,,,,,,,,4.2.1991,1,art,positive,25813425
325667,10633562,1704045412,🤢,325406.0,-25813425.0,[],0,[],True,True,,,,,,,,19.10.1989,2,art,positive,25813425
325679,42105072,1704062746,"Каторга - это нормально, говорили они, все так живут, говорили они...",325406.0,-25813425.0,[],6,[],True,True,,next/0//0,,,,,,30.4.1989,1,art,positive,25813425
325693,5278169,1704080902,Очень красивая женщина. Но сама картина удручает.,325406.0,-25813425.0,[],10,[],True,True,,next/0//0,,,,,,6.9.1989,1,art,positive,25813425
325700,230728377,1704088621,Прекрасно!,325406.0,-25813425.0,[],0,[],True,True,,,,,,,,16.1.1990,1,art,positive,25813425
325726,197509474,1704100090,"Кормление грудью - это, конечно, хорошо, но надо знать меру.",325406.0,-25813425.0,[],10,[],True,True,,next/0//0,,,,,,13.8.1992,1,art,positive,25813425
325750,319258404,1704130679,😍😍😍😍😍,325406.0,-25813425.0,[],0,[],True,True,,,,,,,,10.6.1997,1,art,positive,25813425
325790,717948521,1704174272,"фу, она уже превратилась в подобие женщины из-за того, как тут её изобразили
ничего не осталось от бывшей привлекательности - об этом говорят помятые старушечьи труселя в том числе",325406.0,-25813425.0,[],2,[],True,True,,next/0//0,,,,,,1.6.1998,1,art,positive,25813425
325803,671744587,1704183103,Не плохо 👍,325406.0,-25813425.0,[],0,[],True,True,,,,,,,,19.1.1990,2,art,positive,25813425
325830,4533967,1704200794,Было такое дело))) особенно с первой дочерью. На руках жила у меня просто она,325406.0,-25813425.0,[],0,[],True,True,,,,,,,,29.10.1990,1,art,positive,25813425
325353,119374806,1703718934,Бамбарбия,325294.0,-25813425.0,[],1,[],True,True,,next/0//0,,,,,,3.4.1990,2,art,positive,25813425
2331281,119374806,1703591571,А он с ней не за тело),2331152.0,-170218556.0,[],0,[],True,True,,,,,,,,3.4.1990,2,trash,negative,170218556
2332097,566945694,1703663175,В догонялки играли,2331152.0,-170218556.0,[],0,[],True,True,,,,,,,,1.8.1999,2,trash,negative,170218556
2331807,366866735,1703639477,конечно не из за денег! это любовь),2331152.0,-170218556.0,[],0,[],True,True,,,,,,,,26.1.1993,2,trash,negative,170218556
2331251,687442665,1703588706,"Аня, 23 года, Ваня, 23 млрд...",2331152.0,-170218556.0,[],0,[],True,True,,,,,,,,18.12.1991,2,trash,negative,170218556
2331160,328944391,1703579016,Завидно чтоль?,2331152.0,-170218556.0,[],0,[],True,True,,,,,,,,25.5.1995,2,trash,negative,170218556
2331187,722761716,1703582087,,2331152.0,-170218556.0,[],0,[],True,True,,,"[{'type': 'audio', 'audio': {'artist': 'Л. Агутин и А. Варум', 'id': 456245734, 'owner_id': 2000253452, 'title': 'Королева (Кто-то счастье ей предлагает вновь,Но всегда сильней давняя любовь.Ждет его опять королева. Но, никто не узнает Кто, кто ее тайна... )', 'duration': 207, 'access_key': '7c5785180c880cc286', 'ads': {'content_id': '2000253452_456245734', 'duration': '207', 'account_age_type': '3', 'puid22': '11'}, 'is_explicit': False, 'is_licensed': True, 'url': 'https://cs9-8v4.vkuseraudio.net/s/v1/ac/0f07SFnL4SAUzGQoNDc1hLMiTY344-MpFU0n6yKgzKRrfWwLfb9dmHBwDhUwEq3pTKsvWIi-HC-Gcqq4nzBB0oFQb2IySONx4ky_P2GoWzrPGjp8N0Ap1LUubgzGicflGLifL3IiaF78yqyRa5rz0lO38rErxb3JnuX094jgVbVytQ0/index.m3u8', 'date': 1703582087, 'album_id': 3, 'genre_id': 18, 'album': {'id': 193704, 'title': 'Летний дождь', 'owner_id': -2000193704, 'access_key': 'b5117554e80e6a5440', 'thumb': {'width': 300, 'height': 300, 'photo_34': 'https://sun55-2.userapi.com/impf/c857324/v857324397/1ff589/fALYR0y9hDE.jpg?size=34x34&quality=96&sign=fe7d328b4edfbf0c2207cbbb5ff00c1d&c_uniq_tag=vz7ohyalpbj6csgx_gs3Mqt4DRxxQ_mm2m9Grf7whO8&type=audio', 'photo_68': 'https://sun55-2.userapi.com/impf/c857324/v857324397/1ff589/fALYR0y9hDE.jpg?size=68x68&quality=96&sign=f65274e3658e020a8675fc978554cf28&c_uniq_tag=FwpB80fslcnGmgtugx9P17mRqMTgeJt0AsgsDUOzzYE&type=audio', 'photo_135': 'https://sun55-2.userapi.com/impf/c857324/v857324397/1ff589/fALYR0y9hDE.jpg?size=135x135&quality=96&sign=cc1a085ce8764b4523ff4ba2205721f3&c_uniq_tag=teYZV9sR8XDYWdkntuBpjJwMnJuObUuJ9M0Nshz5Jho&type=audio', 'photo_270': 'https://sun55-2.userapi.com/impf/c857324/v857324397/1ff589/fALYR0y9hDE.jpg?size=270x270&quality=96&sign=48456db09c6bd4924d3bffc542f6f857&c_uniq_tag=P8jW9A1dWpq-K51GGg6HONSaSlh-SPXSDer2KDLOSTM&type=audio', 'photo_300': 'https://sun55-2.userapi.com/impf/c857324/v857324397/1ff589/fALYR0y9hDE.jpg?size=300x300&quality=96&sign=bb074c874f0118c8487ff9b9f7d39db7&c_uniq_tag=LiytF14HKOonPqPXGftE6R5m4Ixa6rWTvETKFxTQtVE&type=audio', 'photo_600': 'https://sun55-2.userapi.com/impf/c857324/v857324397/1ff589/fALYR0y9hDE.jpg?size=600x600&quality=96&sign=df7c8fca491792f4868aa303b8169c35&c_uniq_tag=4xvkborvX4WW34Ihed8WnBMcMpjju2BVTtEtG8jVYA0&type=audio', 'photo_1200': 'https://sun55-2.userapi.com/impf/c857324/v857324397/1ff589/fALYR0y9hDE.jpg?size=1184x1184&quality=96&sign=6812a335c40126f96b1f9b1a25d8afdc&c_uniq_tag=ddaN91UAn0nCRn1xNBpLydXyOCA0PuToySkFmoMxS1o&type=audio'}}, 'short_videos_allowed': False, 'stories_allowed': False, 'stories_cover_allowed': False}, 'style': 'full'}]",single,,,,11.7.1994,2,trash,negative,170218556
2331188,722761716,1703582123,"Щас время такое))) 
Из под дедушек вылазить))",2331152.0,-170218556.0,[],6,[],True,True,,next/0//0,,,,,,11.7.1994,2,trash,negative,170218556
2331295,821062268,1703592717,Он с ней не ради денег!это любовь🤣🤣🤣,2331152.0,-170218556.0,[],0,[],True,True,,,,,,,,6.10.1988,2,trash,negative,170218556
2324292,119374806,1702860737,Ммми куита,2323657.0,-170218556.0,[],0,[],True,True,,,,,,,,3.4.1990,2,trash,negative,170218556
2323993,701648994,1702819899,Это платье?!🤔🧐,2323657.0,-170218556.0,[],0,[],True,True,,,,,,,,22.4.1992,1,trash,negative,170218556
2324819,29735178,1702946128,"не хочу никого оскорблять, но лучше бы она перед выходом из дома в этом платье - сперва посмотрела в зеркало. выглядит же вырвиглазно, ладно бы сиськи были пятого размера...",2323657.0,-170218556.0,[],0,[],True,True,,,,,,,,5.3.1989,2,trash,negative,170218556
2323665,216095489,1702791378,Фриски -страшные сиськи!,2323657.0,-170218556.0,[],4,[],True,True,,next/0//0,,,,,,17.12.1988,2,trash,negative,170218556
2327590,832713386,1703301537,У моей девушки такое же платье,2323657.0,-170218556.0,[],0,[],True,True,,,,,,,,5.7.1989,2,trash,negative,170218556
2324277,730333828,1702849785,Можно было и голой выйти зачем лоскуты одевать на себя,2323657.0,-170218556.0,[],0,[],True,True,,,,,,,,26.7.1988,1,trash,negative,170218556
2326767,754502547,1703217911,Винокур у неё и от лизывал,2323657.0,-170218556.0,[],0,[],True,True,,,,,,,,8.6.1989,2,trash,negative,170218556
325258,49452663,1703614723,Динамично 😆,325251.0,-25813425.0,[],1,[],True,True,,next/0//0,,,,,,29.8.1994,1,art,positive,25813425
325138,78039233,1703515554,Могилу в конце дорисуйте,325130.0,-25813425.0,[],3,[],True,True,,next/0//0,,,,,,19.2.1990,1,art,positive,25813425
325133,27630266,1703512002,Так это одно и то же,325095.0,-25813425.0,[],0,[],True,True,,,,,,,,3.9.1990,1,art,positive,25813425
325159,693096759,1703535242,Можно оригинал?,324897.0,-25813425.0,[],0,[],True,True,,,,,,,,13.12.2001,1,art,positive,25813425
324879,428298988,1703273580,"Оооооо... прекрасные книги. Сразу в детство попадаешь)
 Как было интересно рассматривать иллюстрации... огромное колличество мелких деталей....",324772.0,-25813425.0,[],0,[],True,True,,,,,,,,19.9.2001,1,art,positive,25813425
325032,61461859,1703406643,"В прошлом году так и было. 
Лёг спать в 2 ночи. 
утром кайф трезвый бодрый.",324772.0,-25813425.0,[],0,[],True,True,,,,,,,,29.7.1988,2,art,positive,25813425
324678,20056911,1703081207,Это улыбальники?,324631.0,-25813425.0,[],0,[],True,True,,,,,,,,27.12.1990,2,art,positive,25813425
324428,153907342,1702829931,"Реальность похожая на кошмар, судя по её жизни, единственное что её спасало это творчество, мне кажется если бы не было творчества то в её жизни вообще был бы полный коллапс.",324403.0,-25813425.0,[],0,[],True,True,,,,,,,,8.11.1992,1,art,positive,25813425
324451,86691740,1702841659,"Напомнило последнюю серию сериала ""остаться в живых"" 😢",324345.0,-25813425.0,[],0,[],True,True,,,,,,,,13.10.1994,2,art,positive,25813425
324647,624306644,1703043662,/посмотрим,324345.0,-25813425.0,[],0,[],True,True,,,,,,,,23.1.2003,2,art,positive,25813425
324287,282054714,1702749335,Новости🤣,324286.0,-25813425.0,[],0,[],True,True,,,,,,,,30.4.1998,1,art,positive,25813425
324316,282646538,1702758943,Интервью Ваенги у Собчак 💯,324286.0,-25813425.0,[],0,[],True,True,,,,,,,,9.12.1993,1,art,positive,25813425
323921,5820797,1702461781,А при чем тут осетрина?,323871.0,-25813425.0,[],0,[],True,True,,,,,,,,25.4.1990,2,art,positive,25813425
323887,323855469,1702445493,Классно получилось,323775.0,-25813425.0,[],0,[],True,True,,,,,,,,4.5.1994,2,art,positive,25813425
